id,price,qty,base_qty,time,is_buyer_maker
586980,113594.1,1.0,8.80327411,1761265240229,false
586981,113599.8,1.0,8.80283239,1761265240268,false
586982,113601.3,10.0,0.00880271,1761265240274,false
586983,113611.1,1.0,8.80195685,1761265240286,true
586984,113577.2,1.0,8.80458401,1761265271284,true
586985,113577.2,1.0,8.80458401,1761265271290,true
586986,113577.2,1.0,8.80458401,1761265271290,true
586987,113577.2,15.0,0.01320687,1761265271291,true
586988,113577.2,34.0,0.02993558,1761265271291,true
586989,113577.2,61.0,0.05370796,1761265271299,true
586990,113577.2,56.0,0.04930567,1761265271299,true
586991,113533.2,1.0,8.80799625,1761265286298,false
586992,113554.7,1.0,8.80632857,1761265330672,false
586993,113543.2,22.0,0.01937588,1761265353822,true
586994,113490.2,29.0,0.02555286,1761265361682,false
586995,113490.2,1.0,8.81133348,1761265361683,false
586996,113490.2,14.0,0.01233586,1761265361683,false
586997,113490.2,1.0,8.81133348,1761265361683,false
586998,113493.2,1.0,8.81110057,1761265361683,false
586999,113515.2,1.0,8.80939292,1761265374830,false
587000,113496.6,1.0,8.81083662,1761265387174,false
587001,113496.6,1.0,8.81083662,1761265387174,false
587002,113496.7,75.0,0.06608121,1761265387174,false
587003,113498.7,29.0,0.02555095,1761265397510,true
587004,113498.7,20.0,0.01762134,1761265397510,true
587005,113498.7,15.0,0.01321601,1761265397510,true
587006,113498.7,86.0,0.07577179,1761265397510,true
587007,113497.6,250.0,0.22026897,1761265397510,true
587008,113445.2,1.0,8.81482865,1761265410317,true
587009,113430.3,1.0,8.81598655,1761265442327,false
587010,113442.5,1.0,8.81503845,1761265445736,false
587011,113447.7,1.0,8.81463440,1761265471778,false
587012,113464.3,1.0,8.81334481,1761265488604,false
587013,113466.4,1.0,8.81318169,1761265488604,false
587014,113470.3,39.0,0.03437022,1761265488605,false
587015,113470.3,30.0,0.02643863,1761265488605,false
587016,113470.3,8.0,0.00705030,1761265488606,false
587017,113470.3,36.0,0.03172636,1761265488606,false
587018,113470.3,29.0,0.02555734,1761265488607,false
587019,113486.8,1.0,8.81159747,1761265488631,true
587020,113465.6,1.0,8.81324383,1761265567405,false
587021,113464.7,29.0,0.02555860,1761265604532,true
587022,113461.2,250.0,0.22033964,1761265604532,true
587023,113460.2,14.0,0.01233912,1761265604534,true
587024,113433.8,1.0,8.81571454,1761265604546,true
587025,113422.4,1.0,8.81660060,1761265604573,true
587026,113381.4,29.0,0.02557738,1761265605505,false
587027,113385.3,15.0,0.01322922,1761265617693,true
587028,113385.3,1.0,8.81948541,1761265617695,true
587029,113385.3,1.0,8.81948541,1761265617695,true
587030,113385.3,2.0,0.00176389,1761265617696,true
587031,113385.3,1.0,8.81948541,1761265617697,true
587032,113377.5,1.0,8.82009216,1761265619315,true
587033,113377.5,12.0,0.01058411,1761265619315,true
587034,113377.5,14.0,0.01234812,1761265619315,true
587035,113385.0,20.0,0.01763901,1761265623464,true
587036,113366.9,23.0,0.02028810,1761265626080,false
587037,113366.9,1.0,8.82091686,1761265626080,false
587038,113378.3,1.0,8.82002993,1761265626088,false
587039,113378.3,1.0,8.82002993,1761265626088,false
587040,113378.3,1.0,8.82002993,1761265626088,false
587041,113378.3,1.0,8.82002993,1761265626089,false
587042,113378.3,109.0,0.09613832,1761265626701,false
587043,113385.0,1.0,8.81950875,1761265629795,true
587044,113396.3,23.0,0.02028284,1761265631196,true
587045,113396.3,7.0,0.00617304,1761265631196,true
587046,113396.3,14.0,0.01234608,1761265631196,true
587047,113385.0,1.0,8.81950875,1761265631303,true
587048,113371.2,1.0,8.82058229,1761265633305,false
587049,113356.3,1.0,8.82174171,1761265635444,true
587050,113345.1,23.0,0.02029201,1761265636552,false
587051,113371.1,22.0,0.01940529,1761265639323,true
587052,113371.1,1.0,8.82059007,1761265639323,true
587053,113366.4,15.0,0.01323143,1761265639323,true
587054,113304.0,1.0,8.82581374,1761265658622,false
587055,113307.6,22.0,0.01941617,1761265680036,false
587056,113307.6,6.0,0.00529531,1761265680036,false
587057,113307.6,5.0,0.00441276,1761265680036,false
587058,113307.6,38.0,0.03353702,1761265680038,false
587059,113307.6,25.0,0.02206383,1761265680038,false
587060,113307.6,1.0,8.82553332,1761265680041,false
587061,113307.6,12.0,0.01059063,1761265680041,false
587062,113307.6,1.0,8.82553332,1761265680045,false
587063,113307.6,37.0,0.03265447,1761265680045,false
587064,113307.6,51.0,0.04501021,1761265680049,false
587065,113307.6,12.0,0.01059063,1761265680051,false
587066,113307.6,1.0,8.82553332,1761265680051,false
587067,113329.2,1.0,8.82385122,1761265697367,true
587068,113298.7,17.0,0.01500458,1761265737882,false
587069,113298.7,5.0,0.00441311,1761265737891,false
587070,113298.7,1.0,8.82622660,1761265737892,false
587071,113298.7,17.0,0.01500458,1761265737893,false
587072,113298.7,2.0,0.00176524,1761265737893,false
587073,113298.7,5.0,0.00441311,1761265737894,false
587074,113298.7,12.0,0.01059147,1761265737895,false
587075,113298.7,1.0,8.82622660,1761265737896,false
587076,113298.7,1.0,8.82622660,1761265737897,false
587077,113298.7,10.0,0.00882622,1761265737898,false
587078,113298.7,1.0,8.82622660,1761265737900,false
587079,113298.7,1.0,8.82622660,1761265737901,false
587080,113298.7,2.0,0.00176524,1761265737901,false
587081,113298.7,4.0,0.00353049,1761265737902,false
587082,113298.7,9.0,0.00794360,1761265737903,false
587083,113298.7,6.0,0.00529573,1761265737904,false
587084,113298.7,12.0,0.01059147,1761265737908,false
587085,113298.7,7.0,0.00617835,1761265737916,false
587086,113294.8,13.0,0.01147448,1761265772688,false
587087,113294.8,1.0,8.82653043,1761265772688,false
587088,113294.8,1.0,8.82653043,1761265772688,false
587089,113300.1,1.0,8.82611754,1761265864180,true
587090,113300.1,6.0,0.00529567,1761265864192,true
587091,113300.1,1.0,8.82611754,1761265864192,true
587092,113300.1,7.0,0.00617828,1761265864192,true
587093,113299.4,31.0,0.02736113,1761265864192,true
587094,113299.4,40.0,0.03530468,1761265864192,true
587095,113297.0,1.0,8.82635903,1761265864204,true
587096,113280.9,1.0,8.82761348,1761265872960,true
587097,113280.9,1.0,8.82761348,1761265872971,true
587098,113281.0,1.0,8.82760568,1761265900036,false
587099,113281.0,14.0,0.01235864,1761265900036,false
587100,113281.0,2.0,0.00176552,1761265900037,false
587101,113281.0,6.0,0.00529656,1761265900038,false
587102,113281.0,2.0,0.00176552,1761265900042,false
587103,113281.0,6.0,0.00529656,1761265900043,false
587104,113281.0,6.0,0.00529656,1761265900044,false
587105,113281.0,23.0,0.02030349,1761265900044,false
587106,113281.0,2.0,0.00176552,1761265900049,false
587107,113281.0,2.0,0.00176552,1761265900050,false
587108,113281.0,4.0,0.00353104,1761265900053,false
587109,113281.0,5.0,0.00441380,1761265900054,false
587110,113281.0,3.0,0.00264828,1761265900062,false
587111,113281.0,2.0,0.00176552,1761265900068,false
587112,113281.0,2.0,0.00176552,1761265900069,false
587113,113281.0,34.0,0.03001385,1761265900127,false
587114,113281.0,1.0,8.82760568,1761265900127,false
587115,113281.0,1.0,8.82760568,1761265900127,false
587116,113281.1,2.0,0.00176551,1761265900128,false
587117,113281.1,10.0,0.00882759,1761265900128,false
587118,113281.1,13.0,0.01147587,1761265900128,false
587119,113281.1,11.0,0.00971035,1761265900128,false
587120,113281.1,25.0,0.02206899,1761265900128,false
587121,113281.1,47.0,0.04148971,1761265900131,false
587122,113281.1,5.0,0.00441379,1761265900717,false
587123,113281.1,1.0,8.82759789,1761265900717,false
587124,113351.2,1.0,8.82213862,1761265920523,false
587125,113347.2,9.0,0.00794020,1761265942947,true
587126,113347.2,1.0,8.82244995,1761265942947,true
587127,113347.3,15.0,0.01323366,1761265946628,false
587128,113347.3,22.0,0.01940937,1761265946628,false
587129,113347.3,21.0,0.01852712,1761265946628,false
587130,113347.6,1.0,8.82241882,1761265946628,false
587131,113348.1,250.0,0.22055949,1761265946629,false
587132,113373.9,1.0,8.82037223,1761265946643,false
587133,113374.3,1.0,8.82034111,1761265946663,true
587134,113385.2,1.0,8.81949319,1761265946695,false
587135,113396.5,1.0,8.81861433,1761265946745,false
587136,113407.8,1.0,8.81773564,1761265946992,false
587137,113406.7,1.0,8.81782116,1761265959870,true
587138,113406.7,11.0,0.00969960,1761265959871,true
587139,113441.6,1.0,8.81510839,1761265983098,false
587140,113447.2,24.0,0.02115521,1761265983098,false
587141,113443.8,1.0,8.81493744,1761266030138,true
587142,113443.8,2.0,0.00176298,1761266030138,true
587143,113443.8,9.0,0.00793344,1761266030139,true
587144,113443.8,10.0,0.00881493,1761266030140,true
587145,113390.9,1.0,8.81904985,1761266057544,false
587146,113413.6,1.0,8.81728469,1761266057597,true
587147,113412.7,1.0,8.81735467,1761266075080,false
587148,113422.8,1.0,8.81656950,1761266076769,false
587149,113481.3,1.0,8.81202453,1761266100175,false
587150,113510.4,1.0,8.80976544,1761266107048,true
587151,113441.9,1.0,8.81508507,1761266157364,true
587152,113441.9,2.0,0.00176301,1761266161564,true
587153,113441.9,6.0,0.00528905,1761266161564,true
587154,113441.9,21.0,0.01851167,1761266161564,true
587155,113441.9,1.0,8.81508507,1761266161564,true
587156,113435.1,12.0,0.01057873,1761266188687,true
587157,113435.1,1.0,8.81561350,1761266188687,true
587158,113412.7,1.0,8.81735467,1761266211746,false
587159,113436.2,2.0,0.00176310,1761266217023,true
587160,113435.2,1.0,8.81560573,1761266246825,false
587161,113435.2,1.0,8.81560573,1761266246825,false
587162,113435.2,16.0,0.01410496,1761266246825,false
587163,113435.2,5.0,0.00440780,1761266246827,false
587164,113446.7,15.0,0.01322206,1761266246841,false
587165,113469.4,1.0,8.81294868,1761266246887,false
587166,113491.8,1.0,8.81120926,1761266247156,false
587167,113491.8,1.0,8.81120926,1761266247156,false
587168,113491.7,8.0,0.00704897,1761266255132,false
587169,113491.7,14.0,0.01233570,1761266255133,false
587170,113491.7,27.0,0.02379028,1761266255133,false
587171,113491.7,26.0,0.02290916,1761266255133,false
587172,113491.7,33.0,0.02907701,1761266255133,false
587173,113491.7,1.0,8.81121703,1761266255133,false
587174,113477.1,1.0,8.81235068,1761266286046,false
587175,113477.1,6.0,0.00528741,1761266286046,false
587176,113477.1,1.0,8.81235068,1761266286046,false
587177,113477.2,3.0,0.00264370,1761266286046,false
587178,113477.1,16.0,0.01409976,1761266292377,true
587179,113477.1,12.0,0.01057482,1761266292377,true
587180,113477.1,14.0,0.01233729,1761266292377,true
587181,113477.1,36.0,0.03172446,1761266292377,true
587182,113477.1,1.0,8.81235068,1761266292377,true
587183,113477.0,21.0,0.01850595,1761266292377,true
587184,113496.6,17.0,0.01497842,1761266296733,true
587185,113496.6,3.0,0.00264325,1761266296734,true
587186,113496.6,13.0,0.01145408,1761266296739,true
587187,113496.6,36.0,0.03171901,1761266296739,true
587188,113494.8,14.0,0.01233536,1761266296739,true
587189,113462.2,1.0,8.81350793,1761266296898,true
587190,113464.1,1.0,8.81336034,1761266322675,false
587191,113476.0,16.0,0.01409989,1761266353026,false
587192,113476.0,1.0,8.81243610,1761266353026,false
587193,113476.1,22.0,0.01938734,1761266353026,false
587194,113507.4,16.0,0.01409599,1761266398747,true
587195,113507.4,1.0,8.80999829,1761266398747,true
587196,113505.0,3.0,0.00264305,1761266398751,true
587197,113505.0,1.0,8.81018457,1761266398753,true
587198,113505.0,71.0,0.06255231,1761266398754,true
587199,113475.2,2.0,0.00176249,1761266400645,false
587200,113475.2,14.0,0.01233749,1761266400646,false
587201,113486.1,1.0,8.81165182,1761266403657,false
587202,113513.7,1.0,8.80950933,1761266408590,true
587203,113498.6,1.0,8.81068136,1761266446829,false
587204,113498.6,4.0,0.00352427,1761266446829,false
587205,113498.6,1.0,8.81068136,1761266446829,false
587206,113548.2,1.0,8.80683269,1761266467161,false
587207,113548.2,1.0,8.80683269,1761266467162,false
587208,113570.8,1.0,8.80508017,1761266467183,true
587209,113570.8,1.0,8.80508017,1761266468705,true
587210,113557.6,1.0,8.80610368,1761266471651,true
587211,113537.0,15.0,0.01321155,1761266472093,false
587212,113537.0,1.0,8.80770145,1761266472095,false
587213,113544.3,14.0,0.01232998,1761266472095,false
587214,113562.3,1.0,8.80573922,1761266472596,false
587215,113562.3,5.0,0.00440286,1761266472596,false
587216,113550.9,1.0,8.80662328,1761266478108,false
587217,113570.9,1.0,8.80507242,1761266478932,false
587218,113570.9,2.0,0.00176101,1761266478932,false
587219,113570.9,18.0,0.01584913,1761266478932,false
587220,113570.9,1.0,8.80507242,1761266478932,false
587221,113588.7,1.0,8.80369262,1761266478938,false
587222,113596.0,1.0,8.80312687,1761266482320,false
587223,113596.6,1.0,8.80308037,1761266482320,false
587224,113596.7,20.0,0.01760614,1761266482320,false
587225,113611.4,36.0,0.03168696,1761266482321,false
587226,113611.5,14.0,0.01232269,1761266482321,false
587227,113622.9,15.0,0.01320156,1761266482321,false
587228,113634.3,14.0,0.01232022,1761266482326,false
587229,113645.7,15.0,0.01319891,1761266482328,false
587230,113657.8,14.0,0.01231767,1761266482393,false
587231,113642.6,14.0,0.01231932,1761266482406,false
587232,113642.6,14.0,0.01231932,1761266482406,false
587233,113642.6,1.0,8.79951708,1761266482426,false
587234,113652.1,2.0,0.00175975,1761266483379,true
587235,113652.1,3.0,0.00263963,1761266483380,true
587236,113652.1,1.0,8.79878154,1761266483380,true
587237,113624.6,1.0,8.80091107,1761266484848,false
587238,113624.6,1.0,8.80091107,1761266484848,false
587239,113606.3,21.0,0.01848489,1761266523156,false
587240,113606.3,16.0,0.01408372,1761266523156,false
587241,113606.3,15.0,0.01320349,1761266523156,false
587242,113606.3,1.0,8.80232874,1761266523156,false
587243,113606.4,1.0,8.80232099,1761266523156,false
587244,113608.0,86.0,0.07569889,1761266523156,false
587245,113616.5,75.0,0.06601153,1761266523156,false
587246,113616.6,250.0,0.22003826,1761266523156,false
587247,113620.1,35.0,0.03080440,1761266523156,false
587248,113620.2,68.0,0.05984851,1761266523156,false
587249,113610.6,1.0,8.80199558,1761266523173,true
587250,113615.6,86.0,0.07569383,1761266535039,false
587251,113615.6,1.0,8.80160822,1761266535039,false
587252,113615.6,16.0,0.01408257,1761266535039,false
587253,113615.6,23.0,0.02024369,1761266535039,false
587254,113622.1,1.0,8.80110471,1761266536875,true
587255,113622.1,47.0,0.04136519,1761266538875,true
587256,113622.1,1.0,8.80110471,1761266538875,true
587257,113622.1,1.0,8.80110471,1761266538875,true
587258,113622.1,54.0,0.04752596,1761266538876,true
587259,113622.1,338.0,0.29747733,1761266538876,true
587260,113590.3,1.0,8.80356861,1761266540404,false
587261,113616.0,1.0,8.80157724,1761266545292,true
587262,113605.0,1.0,8.80242947,1761266555264,false
587263,113627.3,1.0,8.80070194,1761266555289,true
587264,113638.6,1.0,8.79982681,1761266567075,false
587265,113638.6,3.0,0.00263994,1761266567075,false
587266,113638.6,20.0,0.01759965,1761266567075,false
587267,113627.3,1.0,8.80070194,1761266575236,true
587268,113627.3,2.0,0.00176014,1761266575236,true
587269,113627.3,1.0,8.80070194,1761266575239,true
587270,113627.3,6.0,0.00528042,1761266575240,true
587271,113627.3,1.0,8.80070194,1761266575241,true
587272,113627.3,3.0,0.00264021,1761266575244,true
587273,113633.1,1.0,8.80025274,1761266585398,true
587274,113627.3,1.0,8.80070194,1761266598698,false
587275,113627.3,12.0,0.01056084,1761266598698,false
587276,113627.3,5.0,0.00440035,1761266598698,false
587277,113627.3,10.0,0.00880070,1761266598698,false
587278,113627.3,1.0,8.80070194,1761266598698,false
587279,113633.2,1.0,8.80024499,1761266598716,true
587280,113633.3,15.0,0.01320035,1761266599849,false
587281,113633.2,1.0,8.80024499,1761266603452,true
587282,113625.0,1.0,8.80088008,1761266604955,false
587283,113633.2,12.0,0.01056029,1761266609603,true
587284,113633.2,13.0,0.01144031,1761266609603,true
587285,113633.2,86.0,0.07568210,1761266609603,true
587286,113633.2,33.0,0.02904080,1761266609604,true
587287,113633.2,30.0,0.02640073,1761266609604,true
587288,113633.2,1.0,8.80024499,1761266609605,true
587289,113633.2,1.0,8.80024499,1761266609606,true
587290,113595.2,20.0,0.01760637,1761266626832,true
587291,113566.5,15.0,0.01320812,1761266628034,true
587292,113566.5,9.0,0.00792487,1761266628034,true
587293,113547.7,12.0,0.01056824,1761266629621,true
587294,113547.7,22.0,0.01937511,1761266629621,true
587295,113536.3,14.0,0.01233085,1761266634630,true
587296,113536.9,12.0,0.01056925,1761266642143,true
587297,113525.7,1.0,8.80857814,1761266643806,false
587298,113548.2,1.0,8.80683269,1761266658154,false
587299,113560.8,104.0,0.09158089,1761266666923,true
587300,113560.8,9.0,0.00792526,1761266666924,true
587301,113538.1,1.0,8.80761612,1761266669579,false
587302,113540.7,1.0,8.80741443,1761266700200,false
587303,113559.5,1.0,8.80595634,1761266700228,true
